id;title;release_date;genre;description;budget;gross_earnings;world_wide_earnings
2830;Miracle;2/6/2004;Biography, Drama, History;The true story of Herb Brooks, the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Russian squad.;28000000.0;64378093.0;64445708.0
2831;Ocean's Twelve;2/4/2005;Crime, Thriller;Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean\'s 11.;110000000.0;125544280.0;362744280.0
2832;Raising Helen;8/27/2004;Comedy, Drama, Romance;After her sister and brother-in-law die in a car accident, a young woman becomes the guardian of their three children.;50000000.0;37486512.0;49718611.0
2833;Teacher's Pet;1/16/2004;Animation, Adventure, Comedy;Spot (Lane) is a dog who can talk and read. Posing as a human, he sneaks into school with his master Leonard (Flemming). Educational adventures ensue.;10000000.0;6491969.0;6491969.0
2834;Ray;1/21/2005;Biography, Drama, Music;The story of the life and career of the legendary rhythm and blues musician;40000000.0;75331600.0;123971376.0
2835;An Unfinished Life;6/16/2006;Drama, Family, Romance;Desperate to provide care for her daughter, down-on-her-luck Jean moves in with her father in-law from whom she is estranged. Through time, they learn to forgive each other and heal old wounds.;30000000.0;8586392.0;18618284.0
2836;Madagascar;7/15/2005;Animation, Adventure, Comedy;A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.;75000000.0;193595521.0;542063846.0
2838;Tasogare Seibei;11/2/2002;Drama, History, Romance;As the feudal Japan era draws to a close, a widower samurai experiences difficulty balancing clan loyalties, 2 young daughters, an aged mother, and the sudden reappearance of his childhood sweetheart.;5000000.0;559765.0;7372769.0
2839;Walking Tall;7/9/2004;Action, Crime;A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.;46000000.0;46437717.0;57223890.0
2840;Cinderella Man;9/16/2005;Biography, Drama, History;The story of James Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s.;88000000.0;61649911.0;108539911.0
2841;De-Lovely;10/1/2004;Biography, Drama, Music;Inspecting a magical biographical stage musical, composer Cole Porter reviews his life and career with his wife, Linda.;15000000.0;13456633.0;18611951.0
2843;Wonderful Days;7/8/2005;Animation, Action, Adventure;2142: Pollution and climate change wiped out most of Earth\'s population. Ecoban city is built to withstand this. Suppression results in revolt. A childhood couple find each other as adults on opposing sides.;9750000.0;74663.0;197221.0
2844;Ginger Snaps 2: Unleashed;1/30/2004;Horror, Thriller;Ginger\'s sister Brigitte, now a werewolf herself, must try to find a cure for her blood lust before the next full moon while hiding out in a rehab clinic from a relentless werewolf.;3500000.0;80372.0;943625.0
2845;Salinui chueok;5/2/2003;Action, Crime, Drama;In a small Korean province in 1986, three detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.;2800000.0;15357.0;547456.0
2846;Fighting Words;3/2/2010;Drama, Romance;Sometimes we fight with fists and sometimes we kill with words.;2500000.0;35688.0;35688.0
2847;The Game of Their Lives;8/26/2005;Drama, History, Sport;Based on a true story, this film tells the tale of the 1950 U.S. soccer team, who, against all odds, beat England 1 - 0 in the city of Belo Horizonte, Brazil. Although no U.S. team has ever won a World Cup title, this story is about the family traditions and passions which shaped the lives of the players who made up this team of underdogs.;20000000.0;375750.0;388998.0
2848;Never Die Alone;3/26/2004;Action, Crime, Drama;A drug kingpin\'s return home touches off a turf war.;3000000.0;5645298.0;5923000.0
2849;La science des rêves;2/16/2007;Comedy, Drama, Fantasy;A man entranced by his dreams and imagination is love-struck with a French woman and feels he can show her his world.;6000000.0;4670644.0;15014015.0
2850;The Brothers Grimm;11/4/2005;Action, Adventure, Comedy;Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.;88000000.0;37916267.0;105316267.0
2851;Lords of Dogtown;9/16/2005;Biography, Drama, Sport;The film follows the surf and skateboarding trends that originated in Venice, California during the 1970\'s.;25000000.0;11273517.0;13411957.0
2852;Riding the Bullet;2/3/2005;Horror, Thriller;When a man finds out his mother is dying and tries to hitchike his way to the hospital, he is picked up by a stranger with a deadly secret.;5000000.0;134711.0;264505.0
2853;EuroTrip;6/25/2004;Comedy;Dumped by his girlfriend, a high school grad decides to embark on an overseas adventure in Europe with his friends.;25000000.0;17771387.0;20796847.0
2854;The Bridge of San Luis Rey;12/22/2004;Drama, Romance;In 1714 Peru, a friar is tried by the Inquisition for questioning God\'s intentions when five die in the collapse of an Andean rope bridge.;24000000.0;49981.0;1910546.0
2855;Cama adentro;5/26/2005;Drama;A wealthy woman and her live-in housekeeper must adjust their entrenched routine and relationship when Buenos Aires is plunged into economic crisis.,;800000.0;200433.0;618264.0
2856;A Cinderella Story;8/20/2004;Comedy, Family, Romance;Routinely exploited by her wicked stepmother, the downtrodden Sam Montgomery is excited about the prospect of meeting her Internet beau at the school\'s Halloween dance.;19000000.0;51438175.0;70067909.0
2858;The Forgotten;11/26/2004;Drama, Mystery, Sci-Fi;After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work.;42000000.0;67133509.0;117592831.0
2859;Garfield;7/30/2004;Animation, Comedy, Family;Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon\'s cat, Garfield, to find and rescue the canine.;50000000.0;75369589.0;198964901.0
2860;The Family Stone;12/16/2005;Comedy, Drama, Romance;An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family\'s annual Christmas celebration and finds that she\'s a fish out of water in their free-spirited way of life.;18000000.0;60062868.0;92283851.0
2861;I Heart Huckabees;10/22/2004;Comedy;A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means.;20000000.0;12785432.0;20094909.0
2862;Mr. & Mrs. Smith;6/10/2005;Action, Comedy, Crime;A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.;110000000.0;186336279.0;478207520.0
2863;The Ballad of Jack and Rose;3/31/2006;Drama;A father and daughter isolated on an island off the East Coast and living on a once-thriving commune grapple with the limits of family and sexuality.;1500000.0;712275.0;916051.0
2864;Elektra;1/21/2005;Action, Adventure, Crime;Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.;43000000.0;24409722.0;56681566.0
2865;Anchorman: The Legend of Ron Burgundy;9/10/2004;Comedy;Ron Burgundy is San Diego\'s top-rated newsman in the male-dominated broadcasting of the 1970s, but that\'s all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.;26000000.0;85288303.0;90517748.0
2866;The Battle of Shaker Heights;8/22/2003;Drama, Romance, Comedy;2 high school guys, reenacting historic battles, use the learned strategy and team for war on a school bully. One falls for the other\'s sister/A.Smart.;1000000.0;280351.0;280351.0
2867;Boogeyman;3/4/2005;Drama, Horror, Mystery;A young man tries to deal with the childhood terror that has never stopped haunting him.;20000000.0;46752382.0;67192859.0
2868;Decoys;2/27/2004;Comedy, Horror, Sci-Fi;Luke and Roger are just another couple of college guys trying to lose their virginity. But when Luke sees something unusual, he begins to suspect that the girls on campus aren\'t exactly human.;5000000.0;84733.0;84733.0
2869;Robots;3/18/2005;Animation, Adventure, Comedy;In a robot world, a young idealistic inventor travels to the big city to join his inspiration\'s company, only to find himself opposing its sinister new management.;75000000.0;128200012.0;260696994.0
2870;Shall We Dance;2/18/2005;Comedy, Drama, Music;A romantic comedy where a bored, overworked Estate Lawyer, upon first sight of a beautiful instructor, signs up for ballroom dancing lessons.;50000000.0;57890460.0;170128460.0
2871;Walk the Line;2/3/2006;Biography, Drama, Music;A chronicle of country music legend;28000000.0;119519402.0;186438883.0
2872;Agent Cody Banks 2: Destination London;3/26/2004;Action, Adventure, Comedy;With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world\'s leaders fall under the evil control of a diabolical villain.;26000000.0;23630159.0;28818995.0
2873;Swing;10/9/2003;Comedy, Fantasy, Romance;A struggling musician happens upon a nightclub that\'s frozen in time.;2500000.0;2509.0;2509.0
2874;Blade: Trinity;12/8/2004;Action, Horror, Sci-Fi;Blade, now a wanted man by the FBI, must join forces with the Nightstalkers to face his most challenging enemy yet: Dracula.;65000000.0;52411906.0;129241130.0
2875;A Home at the End of the World;10/22/2004;Drama, Romance;A boy who has experienced many losses in his life grows to manhood and enters into a love triangle with a woman and his boyhood friend.;6500000.0;1029872.0;1644653.0
2876;Johnson Family Vacation;4/7/2004;Comedy;AAA can\'t help the roadside emergency that is the JOHNSON FAMILY VACATION. Even the on-board navigation system has a meltdown on Nate Johnson and his family\'s cross-country trek to their ...;12000000.0;31203964.0;31326183.0
2877;The Secret Life of Walter Mitty;12/26/2013;Comedy, Drama, Fantasy;When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.;90000000.0;58236838.0;188133322.0
2878;Spartan;8/6/2004;Action, Crime, Drama;The investigation into a kidnapping of the daughter of a high-ranking US government official.;19250000.0;4434432.0;8112712.0
2879;Standing Still;6/17/2005;Comedy, Drama, Romance;Standing Still is the story of a popular yet drunken actor who reconnects with a group of his college friends for a wedding several years after graduation.;1700000.0;30142.0;30142.0
2880;Chasing Liberty;1/9/2004;Comedy, Romance;Anna wants to be like other girls her age (18): date a guy etc. but she\'s the US president\'s daughter and always guarded. In Prague he breaks his promise of only 2 agents following her to a concert and she runs away with Ben to see Europe.;23000000.0;12195626.0;12313323.0
2881;Wimbledon;9/24/2004;Comedy, Romance, Sport;A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women\'s circuit who helps him recapture his focus for Wimbledon.;31000000.0;17001133.0;41512007.0
2882;10th & Wolf;4/12/2007;Crime, Drama, Thriller;A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.;8000000.0;54702.0;143451.0
2883;Constantine;3/18/2005;Action, Fantasy, Horror;Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister\'s death was not a suicide, but something more.;100000000.0;75976178.0;230884728.0
